N,P,K,temperature,humidity,ph,rainfall,label
67.0,41.0,35.0,23.55830342929078,84.55399467969973,5.544842051833335,156.32813483907572,jute
35.0,44.0,23.0,26.65007779730176,90.07891947341776,6.676886392142565,50.26388006772335,mungbean
29.0,75.0,75.0,19.62416326,18.71483156,7.064790365,88.4585692,chickpea
26.0,80.0,18.0,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
29.0,21.0,45.0,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
49.0,79.0,21.0,29.46872568705223,70.19877443776303,6.846298216144637,58.64599007396769,blackgram
24.0,42.0,25.0,27.186754438787062,88.69609304454578,6.521601598948063,32.80280151600304,mungbean
27.0,58.0,19.0,24.53201357115581,72.6510841161331,6.604476907672424,49.01187175399537,lentil
11.0,52.0,24.0,30.346664150015787,62.0114175474449,6.647932578724098,29.116294091820976,mothbeans
21.0,46.0,27.0,30.327088691402164,76.51879273659466,5.52986169823664,38.730207954400456,mungbean
29.0,60.0,20.0,29.33994012714198,62.21112847506614,6.47757158409128,43.15199859084039,lentil
133.0,50.0,25.0,25.72180042,81.19666206,7.569454601,99.93100821,cotton
90.0,39.0,43.0,24.44743944,82.286484,6.7693455,190.9684885,jute
37.0,24.0,13.0,19.14381903,90.71037456,7.8546243,108.0230792,orange
35.0,50.0,22.0,29.719601773488005,56.48985365212786,6.774208995422976,24.94960357325563,mothbeans
37.0,78.0,79.0,19.95264829,14.82633099,7.786366322,88.6810311,chickpea
68.0,46.0,41.0,24.325809780815487,75.58971292280702,5.554211421343277,182.37772194161377,jute
56.0,41.0,34.0,26.330237802767368,75.33784332750474,6.520201728008304,152.16594161397583,jute
2.0,24.0,34.0,28.89409382,54.80750249,6.472774648,94.76322976,mango
68.0,58.0,36.0,23.98476996198747,83.73736355590741,6.011778634857912,155.48855178305735,jute
15.0,59.0,26.0,25.86231571493637,26.930513327016243,5.403340893934439,69.35060672417292,kidneybeans
93.0,83.0,46.0,29.38254012,83.50423735,5.765308943,109.2486647,banana
18.0,19.0,27.0,27.75518664,52.34605806,4.772385986000001,94.11213345,mango
5.0,126.0,197.0,12.80000387,81.20876367,6.417500829,67.10439401,grapes
32.0,79.0,22.0,27.60195453,63.46170674,5.91645379,54.37814199,lentil
53.0,56.0,40.0,25.617425347010457,81.89111773583977,6.738792470228772,156.96020427874672,rice
63.0,43.0,19.0,18.51816776,55.53128131,6.641906353,90.988051,maize
38.0,60.0,76.0,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
16.0,48.0,29.0,19.775157106441373,40.829869561291936,6.0512063164821415,119.5411474686872,pigeonpeas
25.0,70.0,16.0,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
64.0,53.0,38.0,26.24347471,78.51063754,6.855362875,183.4065252,jute
2.0,123.0,205.0,22.36629253,90.78572467,5.739652177000001,124.9831618,apple
82.0,78.0,46.0,25.05802193,84.97323747,5.738678895,110.4408803,banana
29.0,8.0,28.0,26.87037587,91.72546257,6.100429497,214.4128874,coconut
13.0,57.0,25.0,28.30041493,86.20681554,6.86308576,50.47333854,mungbean
16.0,29.0,13.0,32.31944397,93.67804556,6.196907944,117.6236473,orange
40.0,61.0,22.0,20.94981756,65.8108757,7.002216044,44.23913012,lentil
63.0,41.0,36.0,27.25094466099253,76.19847905260599,5.823945109832502,168.45345180802727,rice
24.0,60.0,23.0,18.503764745195863,20.26162298663483,6.5376312271979415,64.59308480448423,kidneybeans
23.0,72.0,84.0,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
12.0,58.0,27.0,21.05947757611239,24.31947572213498,6.966747231029607,96.4262404213205,kidneybeans
19.0,47.0,27.0,36.97576623042222,65.04762644858619,5.221899536771655,59.02604542840547,blackgram
14.0,70.0,21.0,24.02575197364864,63.99050160967434,6.997193461536718,86.68145034505908,pigeonpeas
117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.57696059999995,coffee
33.0,58.0,24.0,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
32.0,62.0,23.0,14.773832262358512,18.9139869355994,5.368279785478551,75.1806416849398,kidneybeans
40.0,73.0,20.0,21.59343016,20.31871249,5.811314232000001,61.13872036,kidneybeans
31.0,72.0,17.0,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas
13.0,64.0,20.0,19.1345771,62.57526895,6.590571088,36.46946971,lentil
7.0,144.0,195.0,22.96388477,93.58065995,5.85648105,104.64729859999998,apple
87.0,25.0,46.0,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
11.0,46.0,21.0,30.87834145380916,85.57776233353972,5.233043358974457,48.98727505556575,mungbean
106.0,40.0,30.0,23.42611644,64.10651528,6.779984384,122.6847408,coffee
82.0,42.0,30.0,24.78077665224196,74.12406589830914,6.0678090443990005,147.137080428,jute
66.0,66.0,28.0,18.659891400802447,67.43191274853218,6.571985334307027,71.66960717911309,maize
39.0,65.0,69.0,16.535720428045114,14.927740321852289,6.860672776120377,62.17919517339578,chickpea
12.0,64.0,21.0,23.97260955172326,73.60393966889856,6.344917557520137,42.4430215488,lentil
18.0,54.0,25.0,19.07637516483428,25.085194100021717,6.233975972883948,67.83399382851246,kidneybeans
28.0,68.0,19.0,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
25.0,71.0,23.0,18.514736117817705,21.03064351123484,6.374052297715263,69.98107596882326,kidneybeans
34.0,60.0,26.0,17.829199984965026,18.10179599365462,6.039813671368746,106.08634710863085,kidneybeans
55.0,48.0,17.0,21.45690072592307,69.98032354356029,5.6710226318627495,99.1207049204302,maize
34.0,45.0,20.0,26.816369033998704,78.2799156231473,6.534684526475517,46.68303832621636,mungbean
57.0,60.0,84.0,19.1034283,17.26184541,6.586777189,75.49101167,chickpea
29.0,69.0,19.0,25.498904733341465,22.224921089853968,6.671120517102618,72.66041733658356,kidneybeans
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,chickpea
32.0,58.0,24.0,31.20373989831709,59.73644786821173,6.625973767262202,43.04811204877385,lentil
16.0,18.0,26.0,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut
34.0,59.0,24.0,21.346617166111223,67.54933685625448,6.82442866103469,43.29088994125908,lentil
40.0,36.0,25.0,28.58998075887618,67.82693676334596,5.734606411206059,34.162423960499645,mothbeans
9.0,143.0,197.0,23.75033085,92.88160462,5.570020684,117.6602827,apple
10.0,63.0,17.0,21.927125114196738,65.86422222535334,5.802233561720434,48.11334020731281,lentil
95.0,26.0,45.0,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
12.0,19.0,31.0,27.25373364,52.66319725,5.566704378,91.87312479,mango
52.0,60.0,79.0,19.45339934,18.23490739,8.380185271,75.6317566,chickpea
38.0,65.0,27.0,33.5474513153352,72.65266916688611,5.8704360427356885,72.37047309311572,blackgram
115.0,11.0,46.0,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon
13.0,30.0,37.0,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
50.0,48.0,41.0,26.78004106845465,82.4117380373272,6.083525889020332,145.77420790323535,jute
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
54.0,44.0,39.0,26.84751565011947,81.2977726267075,5.968402878940191,130.3303016636595,jute
31.0,40.0,22.0,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
18.0,64.0,20.0,32.128921275136285,56.59345019492137,6.394133127969643,113.080079394883,pigeonpeas
67.0,47.0,35.0,24.21171817775545,79.82664958821043,6.557714840852575,239.4794133885977,rice
14.0,139.0,197.0,21.72484506,92.83975602,6.056529526,121.6961761,apple
104.0,20.0,26.0,27.22783677,52.95261751,7.493191968,175.7260273,coffee
76.0,44.0,22.0,18.18570390853048,72.62956642920199,5.103744410185056,70.9847155335297,maize
23.0,60.0,27.0,33.43613544360809,60.5325284127133,6.321836983987716,57.03222747138258,blackgram
26.0,84.0,22.0,24.33881204574659,67.49188077024915,6.656128813535608,43.1699041077922,lentil
19.0,53.0,22.0,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean
28.0,70.0,22.0,27.179224037742557,58.89105824235338,6.420291420644912,47.69449268138166,lentil
87.0,38.0,29.0,25.20406808,57.88370456,6.652642579,156.1457255,coffee
100.0,40.0,20.0,22.45145981,76.25674874,7.432043735,86.84998693,cotton
100.0,48.0,17.0,23.7805123,83.03878838,7.827877817999999,66.26555904,cotton
108.0,92.0,53.0,27.40053601,82.96221306,6.276800323,104.9378,banana
26.0,77.0,21.0,17.45874030914424,24.280930288111826,6.3466549982138645,92.48428956509215,kidneybeans
23.0,59.0,24.0,25.988718628930016,63.03824579151473,6.006142506627128,67.41075300234068,blackgram
4.0,61.0,21.0,24.84063998,60.09116626,6.75020529,48.77790371,lentil
107.0,5.0,52.0,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
65.0,63.0,50.0,31.88342554,91.3256535,6.524459342,79.27201575,papaya
23.0,58.0,19.0,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans
82.0,13.0,52.0,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
46.0,67.0,69.0,20.55726003838661,16.47096818535322,6.731873342809676,69.37085581681502,chickpea
26.0,67.0,24.0,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas
31.0,54.0,24.0,32.99378002919658,53.25156935881489,6.539171050450936,62.31612506950927,mothbeans
56.0,41.0,20.0,23.73419799025857,70.37923775573326,5.970052077355444,79.18705478091982,maize
32.0,11.0,31.0,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut
18.0,67.0,21.0,19.37696579341436,66.02467651357331,6.346005273124868,39.95914557642124,lentil
0.0,74.0,17.0,23.33375853,64.50515776,7.240988401,47.01510708,lentil
29.0,128.0,198.0,22.44075021,92.70785115,5.685062404,121.4977331,apple
27.0,145.0,205.0,9.467960445,82.29335466,5.800242694,66.02765219,grapes
36.0,44.0,21.0,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans
84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
0.0,17.0,42.0,23.20242586,91.19442671,6.8598408210000015,109.0946323,pomegranate
66.0,47.0,36.0,24.85441411,74.44070479999998,6.57256106,175.572958,jute
19.0,74.0,26.0,31.80001475200269,36.6778305543355,6.164319136591026,131.99001573746492,pigeonpeas
17.0,73.0,61.0,19.212222710975357,16.877586118988106,6.325584486596659,69.60550565095066,chickpea
74.0,46.0,39.0,24.60276435159158,86.0210661142702,5.933553603252608,167.13861310474817,jute
25.0,65.0,21.0,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
31.0,55.0,27.0,22.412811135818064,22.32886006325944,6.527933265983038,93.37455507967,kidneybeans
36.0,53.0,22.0,30.308818609631867,44.187364345504015,5.394391968159255,63.44198963819645,mothbeans
23.0,62.0,19.0,16.51783455,20.4555596,5.609435127999999,98.77794225,kidneybeans
83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,200.834898,rice
0.0,26.0,31.0,25.0707247,95.02156793,5.547933273,192.9036306,coconut
29.0,49.0,22.0,29.55885936996843,86.88165303526027,5.921316777906423,53.5212641330656,mungbean
22.0,45.0,24.0,25.971340950551365,56.89869850490401,6.8949004922594535,27.870232989557262,mothbeans
29.0,45.0,24.0,27.441208023406677,88.96094689318801,6.097329287364254,33.978847759497484,mungbean
45.0,52.0,16.0,20.58093872105747,63.0677821766271,6.162686961587657,69.83247486630013,maize
12.0,8.0,10.0,16.14820285,91.4448027,7.995848977,107.4287664,orange
58.0,60.0,22.0,21.023228400568,68.1749255984338,6.014222302123169,98.3798250908515,maize
8.0,60.0,18.0,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
33.0,51.0,26.0,23.964174883605413,53.339460577522985,6.74604001529385,35.91044312004875,mothbeans
93.0,53.0,38.0,26.92995077,81.91411159,7.069172227,290.67937830000005,rice
42.0,61.0,22.0,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
5.0,19.0,25.0,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
10.0,58.0,22.0,26.37613028548521,91.89346128335602,6.605084779174109,31.516929901003817,mungbean
20.0,60.0,22.0,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas
1.0,59.0,23.0,27.46852989,87.17649,7.184398832,43.78420984,mungbean
25.0,67.0,26.0,30.484351356323764,45.254339696843495,6.561521566125609,143.94408950226494,pigeonpeas
71.0,56.0,39.0,19.62442805695813,82.68867946242614,5.975898370677505,224.62278467143173,rice
5.0,62.0,23.0,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas
36.0,29.0,13.0,20.68185224,90.91510525,7.829507245,109.7513927,orange
56.0,49.0,41.0,25.596824102582367,89.09362021472916,5.856118568877937,172.35105708299784,jute
9.0,80.0,19.0,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans
9.0,16.0,39.0,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
29.0,53.0,23.0,31.91987970558709,81.13321897152262,6.803215213174332,42.43313217157959,mungbean
91.0,94.0,46.0,29.36792366,76.24900101,6.149934034,92.82840911,banana
27.0,50.0,26.0,32.628205868002105,50.83444710576831,6.036721837270863,47.06971498211885,mothbeans
22.0,61.0,22.0,26.268049063172302,66.99086042133399,6.54106704087788,62.99647864172312,blackgram
39.0,7.0,29.0,27.54273211,94.59086121,6.362544111,150.2012138,coconut
61.0,44.0,24.0,23.59716496463467,68.63460207580067,6.755617359853503,66.950161888268,maize
6.0,48.0,24.0,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
88.0,55.0,45.0,24.63544858,80.41363018,7.730367824,253.7202781,rice
3.0,56.0,17.0,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans
64.0,49.0,24.0,20.30634237860122,61.323063395983226,6.402734070084809,56.32597110241718,maize
14.0,59.0,22.0,23.82723528,67.89815262,6.76660668,46.90725077,lentil
32.0,50.0,21.0,25.831955976357943,56.09156226022546,5.618274672764872,54.5348994297055,mothbeans
44.0,74.0,85.0,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
34.0,11.0,10.0,31.75048899,94.59551226,7.36220835,115.1989301,orange
40.0,27.0,45.0,21.66024980000001,94.79397419,5.885638185,112.4349689,pomegranate
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,maize
20.0,69.0,19.0,20.411127577238837,24.440590083446462,6.109121853768119,66.10618290379388,kidneybeans
28.0,66.0,22.0,28.063807425578805,58.09198099279055,6.131691799983576,117.51746345386756,pigeonpeas
27.0,63.0,18.0,26.35856218059883,63.657283235341936,5.937205322032323,58.7467148023395,blackgram
26.0,135.0,203.0,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
8.0,62.0,25.0,21.148033547119923,16.99696014342929,6.280472146116723,118.22150844001384,kidneybeans
35.0,58.0,20.0,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
79.0,53.0,36.0,25.13396183067735,82.35870567240768,5.604339857782489,189.76739869426424,rice
34.0,51.0,22.0,32.17497468750426,37.42297238566946,5.641883463107053,133.12596920545337,pigeonpeas
66.0,46.0,18.0,20.445344511414007,56.53356568334107,6.624377935937559,57.033761008759626,maize
39.0,75.0,23.0,22.6847420211278,21.045653087411413,5.750379615030086,51.34226216278081,kidneybeans
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea
5.0,8.0,5.0,11.03367937,92.22706805,6.562594972,112.7715925,orange
95.0,12.0,51.0,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
23.0,64.0,28.0,18.08659096310281,66.06661234551636,5.922981292129074,46.4462304380772,lentil
46.0,43.0,35.0,25.29338968524646,80.0001644633839,6.687228476727234,160.19215482571056,jute
23.0,35.0,18.0,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
67.0,60.0,38.0,24.79853023,78.53037059,7.16214284,162.2847429,jute
25.0,12.0,26.0,28.56973521,95.67906668,6.436314406,134.83703480000003,coconut
60.0,44.0,37.0,25.909270857266588,72.66966150893299,5.580974310477643,168.35020594887715,jute
83.0,22.0,54.0,25.89762315,81.96664832,6.277245253999999,54.49960057,watermelon
10.0,59.0,22.0,18.10644894301496,20.401323816235426,6.040464677617133,122.28234211212144,kidneybeans
65.0,43.0,45.0,23.498248071108343,81.15872699119954,6.5631981910034085,162.77622401399788,jute
10.0,59.0,22.0,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean
38.0,69.0,62.0,16.934519050230815,18.27714395013313,5.349799564837925,64.55101239616032,chickpea
37.0,64.0,61.0,17.49631973392622,19.74544006603841,6.497118086035286,82.52719738753677,chickpea
98.0,79.0,50.0,25.34119774,84.47321314,6.435917308,91.06493353,banana
63.0,58.0,50.0,43.03714283,94.6428898,6.720744449,41.5856585,papaya
109.0,79.0,45.0,27.66752761,79.68542782,6.490074429,108.66464,banana
36.0,54.0,46.0,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya
33.0,67.0,67.0,17.96468130217666,14.66438786440588,6.136441625366397,62.52048545975262,chickpea
56.0,49.0,19.0,27.14893625003719,66.32343241455389,5.279243414448206,60.50171315325861,blackgram
13.0,28.0,33.0,28.130115000000004,95.64807631,5.686972967000001,151.0761899,coconut
87.0,28.0,30.0,25.60153969,68.66257977,6.536676653,168.8383605,coffee
25.0,59.0,19.0,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
20.0,29.0,10.0,29.07412717,93.27189064,7.36549204,100.7896871,orange
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,74.52082026,maize
13.0,121.0,196.0,22.20700989,93.50574163,6.443382913,120.1593771,apple
2.0,61.0,20.0,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,coffee
26.0,49.0,25.0,29.638491723342224,53.15683090540611,5.707873790713135,42.49346916907917,mothbeans
60.0,50.0,40.0,23.91240249124474,85.01572572319661,6.905527756983539,174.42708923339484,rice
60.0,52.0,25.0,19.56955807478898,52.20917324272676,5.992766737185605,59.218694689624265,maize
27.0,65.0,68.0,19.124250082021632,15.587532604488135,6.399074940945879,82.55385962749767,chickpea
32.0,76.0,15.0,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil
8.0,7.0,10.0,28.2620488,91.98317355,6.929216014,105.2132259,orange
22.0,53.0,25.0,30.58011670087956,82.32357754772448,5.984071751915256,36.28859569035185,mungbean
24.0,55.0,78.0,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
22.0,64.0,20.0,20.12969468939298,20.34820944146293,6.383930737951908,85.15393011462056,kidneybeans
79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,210.8142087,rice
68.0,47.0,37.0,26.93506241346382,81.03843106850624,6.181921560437008,272.2287048467516,rice
3.0,58.0,21.0,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans
9.0,137.0,200.0,21.12152071,90.6878768,5.636687393,102.8017203,apple
33.0,56.0,24.0,38.86834986299362,69.75618258858319,6.675886196895639,158.5221315085781,pigeonpeas
89.0,25.0,34.0,23.07895447,63.65861483,7.184801627000001,129.8765443,coffee
121.0,36.0,24.0,23.66457347,81.69105088,7.352401887,99.36898373,cotton
35.0,145.0,195.0,22.03911546,94.58075845,6.231950009,110.9804014,apple
36.0,57.0,28.0,34.458190127341474,36.49852196182981,6.7124633524918655,148.75979380341911,pigeonpeas
18.0,56.0,27.0,24.264706800366724,67.0796339195733,6.440043105474378,45.7550554952005,lentil
16.0,64.0,22.0,25.92319196604017,64.51018293797866,6.239567140062466,49.21159529378329,lentil
35.0,64.0,78.0,17.92845928,14.27327988,7.496645259,85.37378769,chickpea
12.0,6.0,8.0,30.84835031,92.86773675,6.388617138,107.4142681,orange
68.0,45.0,33.0,21.98199645070136,83.6235757992121,5.781456462151744,154.87865103794948,rice
26.0,48.0,29.0,32.89202985019434,81.25276754047738,6.802556898842613,50.947154352737215,mungbean
27.0,56.0,22.0,19.91853092,20.70099804,5.833010957999999,108.6434544,kidneybeans
50.0,49.0,23.0,19.62518983291484,62.20840150753595,6.495356280977368,82.90657391329297,maize
113.0,38.0,25.0,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton
60.0,51.0,41.0,17.754378537567646,85.0727297571904,6.231255425596176,242.08803969429303,rice
29.0,22.0,40.0,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
97.0,74.0,45.0,26.47522633,78.51833782,5.677719902000001,113.1161095,banana
16.0,14.0,30.0,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut
31.0,57.0,22.0,25.153528852978663,51.93604145529135,6.611520985822233,26.959179224356447,mothbeans
38.0,72.0,21.0,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
60.0,48.0,21.0,19.80283526872952,62.39589802249677,6.224816246966987,56.47475149963545,maize
12.0,43.0,22.0,30.342276485954017,80.4343648430786,6.536738402699774,38.65092004660584,mungbean
35.0,69.0,23.0,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans
37.0,126.0,196.0,23.59997268,90.97597665,5.596449493,107.17281909999998,apple
53.0,43.0,34.0,22.51271273761188,75.65411493709087,6.171435842362186,235.05178305118628,rice
51.0,67.0,72.0,21.5717413429425,16.53492848842665,5.993699209794399,69.69032456035359,chickpea
14.0,60.0,21.0,17.75357161762039,20.18738537799156,6.354409692526095,133.21847142771594,kidneybeans
57.0,46.0,40.0,21.415317814020728,74.56461282476556,6.655538161843284,144.50378959138945,jute
12.0,63.0,17.0,18.358923,19.37703396,5.717143397,138.414764,kidneybeans
37.0,77.0,17.0,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
7.0,45.0,22.0,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
35.0,52.0,19.0,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
74.0,53.0,42.0,26.509100342188432,83.09701418123409,6.05729423172405,207.117763086,rice
52.0,50.0,36.0,26.7096738670144,88.53162957632296,6.112267383698136,140.64479115699106,jute
27.0,59.0,24.0,22.147904391251064,23.121681192596625,6.630515149164013,98.44192641744505,kidneybeans
35.0,54.0,26.0,26.7426681823976,44.637452522022016,6.072541898070575,63.96829294946443,mothbeans
17.0,77.0,24.0,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans
25.0,64.0,25.0,16.153044220518037,20.61678096304144,6.220614322379934,87.95914339345293,kidneybeans
65.0,45.0,39.0,22.205758488591187,88.44334276895053,5.212354653056071,155.4970485196418,jute
73.0,49.0,44.0,20.611800101372832,79.7781827223692,5.799472066918226,176.8975752388377,rice
3.0,9.0,35.0,26.91641934,99.84671638,6.318552972999999,225.6323656,coconut
25.0,41.0,19.0,30.14144971271341,84.59432319539141,6.43787535123814,51.437743034839656,mungbean
13.0,43.0,19.0,29.00437952724812,39.83976240048378,6.5939998855228295,48.75670611311012,mothbeans
20.0,68.0,17.0,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram
36.0,66.0,24.0,27.9894724568555,64.71878218125131,6.301247258266057,65.31296299249219,blackgram
6.0,67.0,23.0,28.412981326479013,43.620668150537725,6.766768459033259,91.7672443410039,pigeonpeas
7.0,74.0,17.0,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas
52.0,56.0,85.0,20.118744600000007,14.44228303,6.81712422,88.68168643,chickpea
48.0,61.0,21.0,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
30.0,20.0,38.0,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
46.0,60.0,24.0,29.438536872795275,69.90514762353806,6.133707407902143,54.73583964567087,blackgram
109.0,21.0,55.0,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
13.0,58.0,25.0,19.375760457597607,66.19929980357152,6.547996276069812,49.57503735065794,lentil
8.0,50.0,21.0,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean
60.0,59.0,22.0,31.86847286,66.74217464,7.191522601,74.22238583,blackgram
3.0,67.0,24.0,17.00067625,19.90790546,5.520880013999999,103.2926407,kidneybeans
